Intensity,X,Z,ImageIndex
391.6344,11.244647,83.581085,148
414.43701,35.963367,84.795204,148
402.1655,2.7501488,85.879486,148
330.73886,7.2787209,85.347214,148
261.15009,41.051464,89.797226,148
350.32626,48.727177,90.445396,148
610.74255,53.246372,89.74102,148
293.53015,4.2892609,91.371696,148
385.86526,54.542927,93.991646,148
519.91064,71.23732,93.81591,148
756.17401,43.776455,94.689445,148
531.29535,19.598883,97.533562,148
491.21826,47.114727,98.053741,148
355.71417,10.312261,99.395409,148
831.28741,59.71365,98.983253,148
1221.7186,5.1247602,100.57179,148
2034.188,19.623686,103.33755,148
637.65344,8.39641,107.96911,148
405.14063,10.800075,112.38216,148
351.60535,38.610516,3.831687,149
379.81607,58.462303,3.9974699,149
482.00955,66.950974,5.9019227,149
308.23486,27.810263,7.7353125,149
432.20084,18.2955,9.579895,149
287.9227,36.425259,9.4300671,149
776.47986,21.488335,11.223437,149
356.6134,49.445057,12.992898,149
633.18829,12.944814,14.406181,149
1403.4263,17.92012,15.775314,149
949.26471,10.529413,17.189632,149
427.68991,13.944505,17.674391,149
538.84125,9.8661022,20.566504,149
300.30911,42.46529,19.802355,149
312.42114,20.05917,21.94138,149
1091.217,51.970768,21.444214,149
263.54968,73.840714,23.970245,149
394.25717,47.7043,24.551743,149
849.73773,6.5722542,25.784857,149
483.53015,13.614063,27.328342,149
733.11273,46.899639,28.095669,149
401.88632,18.225573,30.39789,149
300.46707,49.927002,31.367046,149
901.57928,59.316631,31.858429,149
336.71991,6.7364135,35.617161,149
659.30334,69.008858,35.893066,149
283.28903,53.514294,39.73518,149
1546.7816,66.870201,42.057713,149
279.63211,3.8007393,43.950508,149
277.40637,7.0079117,44.483265,149
852.41254,57.049358,44.761078,149
290.8074,38.038239,47.848522,149
473.87064,40.831348,48.319637,149
698.69934,61.446381,48.216488,149
1099.9487,13.740443,49.221653,149
350.46548,50.17622,51.256557,149
354.08524,50.487961,50.966457,149
905.11969,7.329361,51.678513,149
455.00793,2.9337344,53.601185,149
502.76501,60.760666,54.098202,149
2819.0161,3.5758266,59.307896,149
484.24899,48.095676,60.436329,149
253.46405,8.1744032,63.34211,149
290.94888,67.733253,62.236847,149
1955.0178,22.605803,63.519608,149
2418.2354,2.5490131,63.907623,149
821.93695,14.310507,63.844055,149
1470.4326,18.37311,63.84626,149
4220.8115,21.755169,63.527367,149
2440.6355,46.283245,64.107574,149
412.4079,7.1347694,65.444916,149
282.55188,47.508472,67.788857,149
524.28986,40.171001,69.962212,149
988.64734,49.146717,74.50692,149
424.10583,8.1310081,75.161514,149
346.65353,54.948784,75.035225,149
972.1311,2.3652754,78.758308,149
277.34879,35.776405,80.722374,149
365.88876,11.521593,83.635551,149
344.72659,35.950806,84.721252,149
366.79312,2.8574293,86.045341,149
329.19757,6.5831108,85.173073,149
705.93872,54.900364,86.544876,149
681.78046,54.311253,87.579391,149
322.33624,41.404667,90.121239,149
335.34161,48.67173,90.592155,149
776.55237,71.182419,93.508698,149
387.82877,54.615299,93.953156,149
686.539,43.666286,94.627098,149
679.86871,19.293167,97.500771,149
505.32697,47.115944,97.942894,149
326.61044,9.9209709,99.527313,149
838.69965,59.778111,99.059196,149
1002.5444,5.2206645,100.43499,149
2098.2341,19.567509,103.40495,149
343.38565,16.335114,103.60258,149
283.79596,43.515369,104.61358,149
756.01605,8.2602911,105.36162,149
607.55109,8.3774586,107.75871,149
355.34784,10.416894,112.01591,149
369.74399,23.842884,3.6894784,150
372.59314,38.535789,3.9668593,150
359.63107,58.430134,3.9660707,150
419.79926,66.894714,5.8474936,150
280.08112,18.3377,7.8625717,150
285.60791,17.988155,9.4898529,150
272.104,27.714237,8.8479395,150
780.74103,21.476171,11.056018,150
352.68652,49.356632,13.157873,150
691.91205,13.031177,14.291981,150
1651.7288,17.991739,15.777418,150
752.8092,10.594537,17.310017,150
485.86987,14.129379,17.790472,150
319.86078,42.777981,19.062176,150
283.70038,20.006645,21.783461,150
1035.4028,51.914845,21.427624,150
514.18311,5.9942379,23.003111,150
432.40695,47.865784,24.738443,150
803.95685,6.6303263,25.924063,150
473.33112,13.756429,27.295214,150
654.03442,46.960953,28.111034,150
698.74646,59.289761,31.935562,150
283.30972,6.7927961,35.796616,150
652.56921,69.100693,35.987461,150
267.07544,53.28363,39.701408,150
1517.6243,66.806343,42.086956,150
960.17834,56.669434,44.11142,150
296.82217,6.9681211,44.717133,150
291.31427,38.140232,47.952396,150
511.81805,40.850285,48.23798,150
631.87048,61.43557,48.145027,150
1053.4952,13.396247,49.542133,150
379.5307,49.748249,51.584019,150
408.28873,50.599472,51.845169,150
856.06433,7.362463,51.664299,150
496.39209,2.8588858,53.06382,150
580.04114,60.768528,54.138409,150
362.67044,51.805019,54.629078,150
2658.9583,3.442647,59.334995,150
566.62158,47.89254,59.889702,150
302.78528,53.419552,59.773624,150
271.71393,67.60791,62.070435,150
1421.0728,23.575357,63.792114,150
739.45105,6.9980178,64.778534,150
909.59106,14.980371,63.521271,150
1733.557,18.009893,63.636894,150
1906.175,22.344618,63.679558,150
1986.3176,46.262253,64.070755,150
1630.4335,2.8279328,65.123581,150
516.28241,6.9184489,65.84697,150
585.18188,40.077,70.01545,150
449.99881,53.720531,71.920845,150
1052.1025,49.208427,74.493729,150
414.08481,53.1245,73.845764,150
328.28479,7.8537207,75.190247,150
431.57425,54.685837,75.029358,150
984.98309,2.1977582,78.643471,150
309.78125,36.10281,80.929214,150
362.87,36.004498,84.947884,150
313.54666,2.1579814,86.149513,150
845.39203,55.053268,86.522781,150
288.8403,11.698761,88.092529,150
361.02478,41.267982,90.515617,150
311.41278,48.621628,90.593582,150
945.53448,71.139313,93.404678,150
438.20456,54.610779,93.901138,150
665.57983,43.694046,94.767097,150
619.77112,19.002687,97.510155,150
525.87531,47.079132,97.874367,150
298.83884,10.890441,99.326385,150
825.01074,59.667065,99.146118,150
905.4621,5.3024464,100.35757,150
332.79257,21.058163,101.825,150
2138.8794,19.50906,103.44669,150
275.89896,17.171986,103.58982,150
287.36591,43.648689,104.63841,150
713.1297,7.8600512,105.68661,150
674.97675,8.3836193,107.2885,150
336.59586,10.961403,111.81949,150
260.80215,74.380722,2.9433541,151
322.17035,24.435175,3.6335015,151
370.17487,38.644619,4.0966072,151
319.76007,58.384743,3.9370613,151
350.35599,66.621269,5.8356633,151
292.28387,18.333952,7.3689003,151
263.2229,28.048641,8.9622345,151
272.87613,16.52849,9.9220161,151
761.93457,21.489124,11.103339,151
363.13101,49.023663,13.324863,151
653.56097,13.388721,14.483927,151
1748.9828,18.065285,15.742416,151
265.84619,35.057571,15.956341,151
622.42688,11.06839,17.759485,151
584.48767,14.193988,17.558187,151
275.99051,42.483604,18.943348,151
360.91678,7.3435974,19.76021,151
935.75171,51.931236,21.36743,151
553.2312,7.1800241,23.414465,151
459.21216,47.85812,25.034525,151
743.99188,6.736546,26.027079,151
485.07712,13.761102,27.277706,151
965.67975,47.035206,28.146465,151
472.02078,18.042675,30.557947,151
793.98315,59.555771,32.022125,151
318.27347,9.5102167,33.043858,151
582.74225,69.16935,36.048977,151
283.1048,53.07299,39.732773,151
1445.2437,66.780869,42.112808,151
1432.3048,56.512737,43.745083,151
539.83264,40.839931,48.207939,151
499.30087,61.30024,47.745472,151
1061.5715,13.189565,49.476871,151
470.87012,48.523949,51.292526,151
387.27347,50.605335,51.643681,151
358.91907,69.452972,51.282017,151
903.12708,7.4109631,51.742229,151
470.48935,2.824522,52.860237,151
354.28821,51.790337,53.572498,151
606.26709,60.704037,54.108856,151
321.35449,43.839695,56.131317,151
2670.374,3.1652217,59.230061,151
651.58923,48.333603,59.770283,151
370.85449,53.65707,59.866989,151
2203.3484,3.6514735,62.146824,151
264.60428,67.707909,62.01067,151
1593.5863,23.689192,63.715508,151
1241.1633,7.4388237,64.450363,151
1080.1893,13.962021,63.891121,151
2009.8629,18.1108,63.893448,151
1623.0941,21.291903,64.199669,151
1439.2473,46.293232,64.768967,151
1470.2389,2.5873151,65.252701,151
588.09937,39.994843,70.054871,151
803.50415,53.596222,71.039047,151
981.50635,49.393467,74.536118,151
650.97186,52.817635,73.250153,151
351.43747,8.1352596,74.998726,151
399.63498,54.662468,74.754822,151
1029.0969,2.0276382,78.60862,151
369.94745,36.081997,81.182976,151
305.1243,10.881427,83.868439,151
359.70746,36.054775,85.069038,151
860.91754,55.124142,86.406509,151
296.38535,11.579458,87.921623,151
341.52997,41.05278,90.515533,151
283.02173,48.904133,90.435738,151
264.14423,11.627752,90.767509,151
1026.5371,71.084755,93.29908,151
266.51758,6.3829927,93.601395,151
498.97696,54.676701,93.861015,151
659.65515,43.683731,94.723129,151
589.36359,18.727581,97.378738,151
541.32349,47.070755,97.80986,151
260.58972,11.289364,99.103325,151
785.3291,59.531841,99.192627,151
290.6499,6.9431376,100.63453,151
929.56744,5.6917353,100.32141,151
308.01367,21.019567,101.87075,151
708.01709,5.3855062,102.86829,151
2222.2456,19.39724,103.42603,151
259.89917,43.530209,104.70376,151
781.7312,8.4764185,107.32256,151
268.57434,9.067009,110.28419,151
307.18503,12.141756,113.86763,151
334.43509,29.274584,2.35467,152
364.78033,31.349846,1.5778856,152
261.79666,23.950073,3.690434,152
319.59946,38.835964,4.2439013,152
300.01352,58.412827,3.9671965,152
278.65396,66.358994,5.8626947,152
280.16235,18.467121,7.4268398,152
349.51825,16.072748,10.054499,152
627.59296,21.505266,11.270283,152
396.26038,48.814198,13.280186,152
1781.5834,18.133661,15.707886,152
308.52563,34.891483,15.823708,152
735.21429,10.948143,17.852737,152
638.20679,14.14744,17.29705,152
306.2439,15.858416,17.978029,152
342.78244,7.1633778,19.612366,152
841.23639,51.968021,21.361366,152
464.58975,6.5412173,23.219269,152
445.26318,47.894501,25.246576,152
663.98694,6.6104221,25.951832,152
547.27765,13.780505,27.358177,152
1361.9274,47.094967,28.266867,152
506.60721,18.074446,30.540892,152
990.68353,59.591789,32.149933,152
563.6756,69.263435,36.053822,152
260.5668,53.345375,39.706993,152
1374.1201,66.760628,42.127975,152
1612.1433,56.544174,43.533047,152
269.32825,19.513695,46.965027,152
544.46271,40.892189,48.266563,152
414.41864,60.917255,47.445774,152
1218.7131,12.926315,49.554169,152
512.48474,48.503292,51.279568,152
498.83771,69.408691,51.272915,152
863.52728,7.3904362,51.671799,152
387.43924,2.5715141,52.985332,152
707.50269,60.60593,54.059944,152
374.02728,52.778027,55.412277,152
364.09003,43.806625,56.170231,152
2556.8467,2.8857834,59.091866,152
666.65527,47.856491,59.804432,152
430.77798,53.788521,59.997673,152
829.0592,45.876999,62.498039,152
262.23114,67.88868,62.091873,152
2442.2261,22.960688,63.445778,152
1486.0883,47.250767,63.401337,152
1286.2754,7.3884649,64.375694,152
572.49335,7.5789728,64.19854,152
941.29681,13.006153,63.82206,152
2283.918,17.955206,63.595375,152
815.34064,44.364105,63.616417,152
676.15704,47.342785,66.429863,152
561.0318,39.952972,70.069679,152
1126.9565,53.557472,70.735703,152
822.89722,49.607811,74.635956,152
729.19983,52.228279,73.30574,152
393.79849,8.1703348,75.08139,152
413.42471,54.694763,74.62439,152
919.93561,2.0106106,78.60894,152
413.85437,35.991425,81.299858,152
339.9295,10.804306,83.492218,152
265.96268,59.754982,83.490463,152
314.04712,35.828442,85.099167,152
727.3739,54.657677,86.149231,152
294.40448,11.623164,87.935165,152
504.67209,53.552837,89.609291,152
305.68219,41.171425,90.585411,152
283.10001,49.029858,90.101082,152
255.48682,11.738121,90.493248,152
1152.0306,71.032677,93.056564,152
311.93961,6.2079864,94.00602,152
486.05655,54.705418,93.805527,152
644.63214,43.649014,94.658798,152
590.16199,18.812508,97.480034,152
530.4563,47.03545,97.753128,152
725.96198,59.511093,99.152428,152
895.15302,5.1064038,99.949356,152
309.27347,6.922739,100.44436,152
310.06689,21.016327,101.87865,152
761.86261,5.613997,102.7957,152
2206.9497,19.335388,103.43047,152
616.06616,7.0240965,104.92983,152
812.71973,8.2942028,107.51285,152
310.20255,12.21151,113.79286,152
369.47513,29.408945,2.321171,153
289.96552,58.727917,3.9472809,153
244.39023,39.472198,4.9071584,153
242.7139,66.896263,5.8316588,153
271.92905,18.807013,8.1300068,153
291.66284,31.647598,7.0163116,153
471.83917,21.193003,11.461316,153
255.12001,18.569977,11.355571,153
427.8306,48.907429,13.27233,153
559.17761,13.118361,14.776622,153
1834.2197,18.24213,15.72863,153
351.24701,34.816086,15.725447,153
988.50031,10.648196,17.669537,153
646.58685,14.062847,17.262093,153
339.54996,7.1032066,19.722742,153
735.33655,51.949532,21.134617,153
430.97775,6.8753514,23.369705,153
241.47073,11.622819,23.309792,153
376.17603,47.572823,25.025671,153
600.40112,6.6107583,25.922022,153
589.67456,13.77443,27.34025,153
1556.4972,47.171886,28.431484,153
310.90448,55.832764,27.662025,153
570.3208,18.166182,30.51359,153
1246.6931,59.528156,32.169029,153
601.01703,69.294846,36.044163,153
459.10202,6.551754,37.967937,153
1337.1071,66.71563,42.155426,153
1576.7449,56.705803,43.484909,153
459.06332,19.509302,46.886738,153
441.0654,60.203972,47.279247,153
513.43378,40.861671,48.361546,153
1375.3169,12.615336,49.63459,153
429.57996,48.94973,51.214718,153
578.2851,69.476845,51.429436,153
741.96655,7.1609068,51.76049,153
314.22256,2.9630313,53.176708,153
815.90216,60.787205,54.015484,153
448.15594,52.379074,55.37326,153
384.73212,43.738804,56.270939,153
2171.9675,2.8187318,59.103241,153
522.06537,53.798859,60.008698,153
247.40796,67.922531,62.094078,153
259.15646,74.256897,61.696007,153
1688.4945,47.56736,62.750618,153
1456.4836,7.3969622,64.396164,153
1422.4923,12.295135,63.654594,153
1723.1975,18.232676,63.628777,153
1815.2706,20.945431,63.462067,153
1155.5502,24.304083,63.753494,153
246.61526,30.796793,63.585861,153
658.47656,44.5788,63.685989,153
249.64218,58.60527,65.420189,153
831.38116,5.4716988,66.748535,153
494.05273,39.942909,70.070724,153
1036.7888,53.534431,70.509651,153
831.5108,49.561863,74.423775,153
670.4444,52.19788,73.706123,153
420.76511,8.1129017,75.209465,153
399.24292,54.830952,74.50695,153
683.28937,2.0022001,78.472374,153
485.31625,35.89481,81.283813,153
356.96042,10.47232,83.686867,153
355.76242,59.683392,83.672554,153
660.4129,54.174107,87.195862,153
319.77951,11.872957,88.024635,153
703.04022,53.526588,89.012375,153
284.79309,41.437225,90.596062,153
301.8515,49.057293,90.095451,153
235.81282,11.931124,90.40657,153
1193.8578,70.956841,92.792595,153
442.30606,54.717121,93.688255,153
621.6947,43.601509,94.520927,153
326.4024,10.706778,95.805748,153
607.12152,18.797977,97.659897,153
497.97137,46.969265,97.747452,153
697.42773,59.619888,99.070549,153
926.47034,5.0948787,99.910164,153
380.39233,5.5494294,100.70518,153
310.99142,21.254972,101.73763,153
748.30096,5.9387431,102.70496,153
2088.3733,19.330521,103.494,153
249.79196,51.200371,103.49215,153
712.42603,6.7134647,105.1451,153
803.18976,8.1627178,107.53381,153
381.96259,29.522955,2.0514793,154
286.24103,59.000877,3.8287296,154
312.71069,18.149393,8.0996943,154
281.04419,27.220346,7.8488989,154
427.65033,21.083307,11.420527,154
438.11627,49.195065,13.125888,154
552.07562,12.241671,14.28967,154
378.47382,34.798538,15.530672,154
1788.7008,18.411345,15.74369,154
1370.9795,10.499118,17.55547,154
559.42969,13.800855,17.495434,154
342.26297,20.643269,21.363243,154
641.36285,51.64996,20.927465,154
292.3374,12.076661,23.114216,154
307.90326,47.201958,24.36388,154
543.99915,6.93297,26.113577,154
614.29181,13.656912,27.117531,154
338.98624,55.614944,27.547476,154
1790.2845,47.225506,28.734032,154
1171.5576,59.570637,32.22366,154
615.10883,69.364365,36.067924,154
559.07959,6.6807718,38.065948,154
1278.6262,66.657173,42.203983,154
1495.5502,56.800064,43.583977,154
461.29083,5.2576814,44.57682,154
650.34015,19.320393,46.959023,154
438.63556,60.169239,47.043449,154
480.58902,40.74279,48.476875,154
1462.4069,12.665128,49.748093,154
463.86667,48.899746,51.157047,154
524.46179,6.9330168,51.86853,154
289.0033,55.595528,51.644329,154
614.12463,69.38665,51.524483,154
791.14856,60.969585,53.988304,154
446.18179,52.143303,55.647823,154
385.95917,43.830864,56.352425,154
2064.6169,2.9710493,59.228184,154
683.33337,53.663761,59.964142,154
1850.3795,2.0010476,62.337933,154
279.71356,74.226822,61.774025,154
455.0929,44.461185,63.901321,154
1809.7998,47.551594,62.445503,154
1338.5222,7.3559523,64.391609,154
1521.8073,12.314921,63.641861,154
951.68878,16.938848,63.644958,154
2342.8162,21.73745,63.888565,154
866.16748,24.224043,63.761894,154
1081.1085,47.690895,64.408318,154
278.45581,58.698357,65.288521,154
577.82184,47.613834,66.797676,154
376.48242,39.872684,70.069786,154
861.44702,53.528969,70.076469,154
258.90601,1.7218797,73.197121,154
940.94128,49.603695,74.371941,154
665.18323,52.55135,74.196915,154
455.16385,8.2841911,75.160164,154
449.01544,55.250237,74.428436,154
267.23706,36.616364,77.358376,154
655.6405,1.9261551,78.519974,154
565.00958,35.806282,81.286995,154
255.31326,10.320717,84.452545,154
405.80261,59.539696,83.770599,154
786.60968,53.815239,87.500496,154
383.21332,11.911214,87.959091,154
671.94342,53.164112,88.57135,154
249.83263,41.717072,90.648285,154
298.3544,49.613468,90.16465,154
291.86041,7.4302073,90.54335,154
1080.5234,70.826157,92.881348,154
607.04785,43.488182,94.375084,154
424.83258,54.779251,93.576073,154
291.69476,10.684348,95.743515,154
582.46661,18.667715,97.784607,154
481.93347,46.864967,97.757813,154
716.46777,59.66523,99.100677,154
1019.6392,5.0443192,99.996056,154
304.79572,21.922609,100.5473,154
280.55002,51.205227,103.48872,154
2088.2395,19.267042,103.52637,154
257.82697,43.031227,104.44862,154
659.12878,6.2584033,105.56557,154
845.51984,8.3244524,107.38396,154
295.06796,10.896507,113.03362,154
244.71497,29.075966,2.5771325,155
292.81967,59.007553,3.7241006,155
269.81418,66.465294,5.7298737,155
340.97778,27.374706,7.6811628,155
318.72128,15.595755,10.028966,155
395.42877,21.34292,11.300022,155
406.80234,49.434753,12.868756,155
551.50348,11.745144,14.048224,155
403.38498,34.813217,15.490162,155
1548.2185,18.504431,15.771538,155
1823.9901,10.276065,17.644463,155
429.93375,13.523903,17.355684,155
292.39447,42.723057,19.402313,155
432.08334,20.876411,21.282669,155
584.41431,51.239929,20.865932,155
366.42081,10.863108,22.337749,155
651.01764,13.634506,27.07613,155
355.96426,55.39043,27.531359,155
1875.2686,47.188366,28.940403,155
323.80286,18.174625,30.656908,155
1111.9103,59.608719,32.25013,155
613.12555,69.41436,36.154373,155
324.95868,6.7501583,37.728886,155
1194.0573,66.601082,42.24004,155
1341.5873,56.804161,43.723774,155
427.84717,5.224575,44.490471,155
619.14972,19.17275,47.029907,155
413.56097,59.977673,47.027538,155
450.7818,40.60746,48.541698,155
1705.7043,12.510284,49.859596,155
690.7356,48.643654,51.154835,155
328.22479,50.607292,51.672539,155
330.56912,6.5748749,51.88364,155
379.07666,55.533184,51.529926,155
562.05212,69.323082,51.651478,155
723.8075,61.077599,54.035351,155
370.44824,43.86134,56.344299,155
2241.4663,2.9415967,59.201061,155
840.28247,53.670139,59.929329,155
2046.89,2.4299707,61.967197,155
289.62439,74.317062,61.858303,155
2754.3347,21.441475,63.706406,155
1844.3693,47.555599,62.475113,155
698.18207,7.0592976,64.606003,155
2332.4724,12.294989,63.719383,155
1546.2646,15.686071,63.723808,155
843.38043,24.31636,63.583229,155
2517.3169,1.9385276,65.113869,155
282.38007,58.754997,65.279556,155
774.0014,47.898117,67.319862,155
652.17297,1.615109,67.891266,155
281.9711,39.804619,70.062775,155
824.15009,53.400536,69.946457,155
699.73438,52.38303,74.077042,155
481.95642,8.4715986,75.104012,155
1023.731,49.559853,74.134605,155
475.36459,55.215866,74.400452,155
324.29022,36.470978,77.274315,155
671.81116,1.834549,78.454666,155
549.36664,35.745468,81.31176,155
260.84726,10.805442,84.376823,155
405.04526,59.545902,83.713058,155
848.34149,53.989292,87.584648,155
469.8241,11.959003,87.882729,155
304.49387,49.422821,90.018555,155
322.92575,7.5015011,90.813293,155
934.00378,70.742546,93.007607,155
629.31738,43.612885,94.160965,155
406.70935,54.894814,93.628288,155
590.09137,18.812677,97.592316,155
472.94458,46.769505,97.777512,155
741.69586,59.725086,99.295174,155
1060.6342,4.9483428,100.08987,155
326.22491,21.831192,101.40251,155
1071.8271,5.5134387,102.01968,155
2052.5342,19.19108,103.48512,155
297.34906,42.841007,104.31513,155
579.82697,6.9224029,105.23462,155
903.0434,8.4197216,107.32343,155
278.7532,21.448092,108.86891,155
370.83789,11.342506,112.41205,155
287.12323,58.963097,3.7456536,156
277.10413,66.367805,5.7700047,156
298.55524,18.19492,8.2483253,156
386.50943,27.27021,7.7516441,156
370.24619,21.201586,11.130861,156
403.0332,49.562298,12.922646,156
568.1994,11.663051,14.052908,156
429.03232,34.864979,15.450251,156
1231.6095,18.527054,15.82988,156
465.97205,13.94199,16.856085,156
2327.6846,10.188679,17.623285,156
318.04413,42.716026,19.194706,156
323.12225,21.125061,21.249424,156
677.63696,51.275627,20.629892,156
503.22974,8.0146494,22.262289,156
465.56601,10.392539,22.64381,156
295.27222,48.05307,24.779175,156
464.60333,7.1801004,26.526508,156
680.27905,13.665616,27.216475,156
446.58957,55.247185,27.675806,156
1849.5724,47.09201,29.11891,156
269.87979,18.53459,31.170975,156
269.64481,19.734772,31.873703,156
1212.6713,59.482536,32.269215,156
555.54706,69.463608,36.223999,156
300.4884,7.8307161,37.541744,156
1118.5206,66.541565,42.275238,156
967.1593,56.816402,43.836315,156
368.12894,18.832561,47.310501,156
349.89185,60.106998,47.353344,156
415.8577,40.677532,48.487602,156
1719.4938,12.405096,49.855343,156
984.38098,48.61911,51.407661,156
492.86813,56.040806,51.499275,156
485.28522,69.224304,51.846451,156
354.10309,4.7083974,52.945786,156
380.67313,51.035912,52.550808,156
657.49231,61.132393,54.104496,156
718.02435,52.67263,55.622875,156
345.08926,43.838299,56.334892,156
2260.6201,2.7478745,59.060421,156
900.70612,53.689716,59.825367,156
2148.7249,2.384284,62.047306,156
289.44907,74.272217,61.927757,156
1275.8259,22.515278,63.197418,156
1886.3419,47.675556,62.679905,156
608.56946,7.1593208,64.099152,156
1657.4574,12.280604,63.728951,156
1235.4067,14.998405,64.594872,156
941.0614,16.016848,63.702515,156
1957.1108,21.249388,63.791061,156
2458.6128,2.3405263,65.143089,156
520.86377,9.1990681,64.145676,156
253.04755,58.689045,65.3479,156
931.37878,47.778362,67.716827,156
998.72083,2.5970588,68.663986,156
935.3147,53.622837,69.942482,156
770.14636,52.430077,73.965714,156
490.59235,8.6494532,75.113777,156
822.47095,49.391232,74.231354,156
505.06458,54.982815,74.668388,156
340.99503,36.276936,77.222244,156
679.95184,1.8052597,78.412544,156
461.80408,35.721626,81.293434,156
397.22302,59.589249,83.500694,156
305.14136,10.913606,83.875397,156
977.47791,54.204697,87.523819,156
523.01404,11.941966,87.760483,156
354.07721,49.170414,89.861389,156
678.64172,70.664124,92.756149,156
640.45392,43.703247,94.062584,156
381.72656,54.860073,93.681656,156
664.80963,18.557253,97.594757,156
488.54285,46.77578,97.720039,156
252.71092,9.9740314,99.793762,156
768.93341,59.61478,99.359802,156
1010.9595,4.9227352,100.05551,156
331.60992,21.737083,101.41936,156
1002.1138,5.4496512,102.14362,156
1899.7238,19.14698,103.4877,156
330.33881,42.781185,104.06546,156
569.51593,6.9213605,105.24369,156
933.67041,8.3801804,107.32645,156
288.08389,30.918871,1.6833866,157
268.47189,58.652817,3.8476877,157
297.36139,18.513294,8.3142366,157
356.72128,27.325945,7.9234657,157
335.85016,20.824852,11.188102,157
489.98093,49.484634,13.15892,157
530.68231,11.582395,13.917239,157
449.64514,34.860054,15.432852,157
1048.0632,18.550928,15.937683,157
2816.7207,10.132761,17.625854,157
448.97873,14.263593,17.392017,157
297.21249,42.559494,18.985041,157
721.95258,51.120991,20.763493,157
386.70001,9.8385401,22.850758,157
345.09125,13.090615,24.308689,157
421.82135,6.3483396,26.613951,157
668.43896,13.668773,27.071217,157
586.56769,55.249214,27.862785,157
1865.9583,46.962807,29.179108,157
255.81927,18.557035,31.287151,157
276.31674,19.835499,31.885101,157
1406.5574,59.432663,32.373615,157
461.05328,69.519348,36.28194,157
302.29385,7.4097328,37.52634,157
1115.4543,66.636703,42.281212,157
1067.0044,56.408775,43.377163,157
389.09857,14.291885,48.738605,157
395.25641,40.689407,48.380127,157
1688.4542,12.257273,49.904831,157
1276.5098,48.474678,51.415028,157
767.82495,56.204155,51.232624,157
627.90662,5.8204484,52.517982,157
425.16284,69.251144,52.172371,157
574.29987,61.216675,54.145473,157
320.10013,43.762905,56.348389,157
618.99426,53.457909,55.740528,157
1998.6628,2.5624506,58.903667,157
932.48138,53.652096,59.75695,157
2326.7771,2.0973282,62.302345,157
274.33096,74.138618,62.027649,157
1542.1813,21.421989,63.979889,157
258.60745,42.713913,62.962608,157
2064.3176,47.340218,62.797047,157
1533.7969,11.534853,64.004654,157
814.61584,12.01829,63.912758,157
1037.8616,16.887976,63.806709,157
1556.9712,23.426262,63.270493,157
481.91269,9.6083755,64.465988,157
1245.5292,1.9658589,65.705528,157
902.69141,47.644623,67.873322,157
1144.2358,2.608171,68.631996,157
1133.6018,53.613091,69.868179,157
851.14838,52.549831,73.872604,157
517.51575,8.7417793,75.110321,157
294.4212,45.349888,75.184708,157
686.66193,49.002144,74.775024,157
497.01431,55.059414,75.290199,157
639.67029,1.8045487,78.513245,157
251.8118,64.208115,76.992928,157
382.61288,35.752972,81.245132,157
392.02902,59.66095,83.425682,157
330.67917,10.616014,83.756264,157
265.50082,3.7240925,85.361572,157
1150.4307,54.271111,87.578995,157
519.83844,11.930597,87.596458,157
372.93353,49.38718,89.78891,157
260.20502,4.3178205,91.633255,157
687.34412,70.842148,92.184235,157
631.20697,43.718662,93.983055,157
361.53897,54.798962,93.601547,157
256.8436,9.7163382,95.603867,157
608.65076,18.359934,97.825462,157
530.74579,46.866962,97.613304,157
710.06854,59.619259,99.369011,157
951.51062,4.9267464,100.00775,157
300.84811,15.602697,99.957306,157
294.14413,21.771122,101.33746,157
854.14569,6.1772428,101.86403,157
1779.645,19.110916,103.46107,157
344.87027,42.901794,103.79506,157
1006.5095,8.2867107,107.29705,157
427.64331,11.334404,112.11716,157
241.32538,29.483313,2.7757945,158
246.88437,58.411476,3.9728279,158
237.43532,18.059553,8.5095377,158
243.90683,26.961651,8.1535692,158
398.06949,35.835648,9.7186308,158
299.53046,20.927675,11.054704,158
435.56702,13.344432,14.00307,158
557.95593,49.387959,13.257048,158
447.26202,34.876842,15.421455,158
971.95032,18.556173,16.037455,158
3282.0493,10.11554,17.6819,158
327.95587,42.520889,18.880222,158
274.32663,20.616909,21.295582,158
653.95404,51.106098,21.012085,158
307.3624,13.247723,25.125177,158
406.03543,6.6363578,26.798182,158
617.19525,13.550888,26.929441,158
237.36566,50.261795,27.348125,158
747.11731,55.35183,27.976999,158
1724.2921,46.853504,29.225832,158
253.09256,18.614426,31.324448,158
279.47873,19.917768,31.860661,158
1507.0428,59.418144,32.33334,158
424.30008,69.557907,36.201725,158
1108.6992,66.590752,42.286118,158
2044.2255,56.046913,43.311214,158
325.46817,14.87749,48.328823,158
418.9111,40.77462,48.235401,158
1706.8359,12.004406,49.987202,158
1437.5388,48.619854,51.365845,158
919.1377,56.210533,51.06514,158
796.46667,5.8294277,52.42802,158
386.57104,69.188416,52.003113,158
531.48199,61.298477,54.132095,158
308.13199,43.752647,56.312576,158
1565.0377,2.40166,58.85841,158
1014.5336,53.593109,59.889683,158
258.85678,74.133545,62.151333,158
2639.3467,22.507185,63.454361,158
2253.2073,47.460716,62.732574,158
941.41058,7.5999174,64.560822,158
1156.9849,10.855912,63.841431,158
